資料日期,基金代號,單位淨值,發行單位數,總淨值
"1130522",="00928","16.92","26,356,000","445,969,731"
"1130522",="00888","15.92","484,478,000","7,713,834,014"
"1130522",="00877","10.93","301,288,000","3,293,800,085"
"1130522",="00718B","20.73","483,501,000","10,022,875,652"
"1130522",="006201","21.21","15,446,000","327,549,902"
"1130522",="00942B","15.376","398,959,000","6,134,326,776"
"1130522",="00937B","15.71","9,099,805,000","142,957,538,077"
"1130522",="00933B","16.646","3,036,958,000","50,554,178,962"
"1130522",="00931B","14.5","2,169,398,000","31,455,170,262"
"1130522",="00890B","33.989","24,764,000","841,693,335"
"1130522",="00887","10.87","44,351,000","482,104,499"
"1130522",="00886","32.15","8,451,000","271,675,408"
"1130522",="00884B","30.895","53,940,000","1,666,495,282"
"1130522",="00883B","32.409","9,758,000","316,248,146"
"1130522",="00870B","29.807","524,151,000","15,623,308,025"
"1130522",="00867B","33.132","729,650,000","24,174,646,649"
"1130522",="00864B","45.287","122,222,000","5,535,116,571"
"1130522",="00863B","33.876","481,964,000","16,327,148,182"
"1130522",="00862B","33.118","642,881,000","21,290,608,253"
"1130522",="00860B","38.307","4,671,000","178,933,243"
"1130522",="00859B","42.201","4,511,000","190,368,657"
"1130522",="00858","31.87","20,874,000","665,196,016"
"1130522",="00857B","25.263","651,768,000","16,465,905,839"
"1130522",="00856B","38.707","8,292,000","320,961,191"
"1130522",="00853B","29.182","66,634,000","1,944,534,510"
"1130522",="00849B","37.065","530,106,000","19,648,387,920"
"1130522",="00848B","35.219","206,566,000","7,275,080,152"
"1130522",="00847B","27.453","11,305,000","310,351,876"
"1130522",="00846B","35.474","74,350,000","2,637,454,266"
"1130522",="00845B","32.888","201,551,000","6,628,528,281"
"1130522",="00844B","33.361","191,175,000","6,377,830,320"
"1130522",="00842B","33.21","9,767,000","324,371,915"
"1130522",="00841B","31.27","80,940,000","2,531,018,779"
"1130522",="00840B","31.599","59,931,000","1,893,772,861"
"1130522",="00836B","30.748","361,541,000","11,116,483,610"
"1130522",="00834B","34.838","20,198,000","703,664,859"
"1130522",="00831B","40.669","100,000","4,066,867"
"1130522",="00799B","32.445","9,036,000","293,173,208"
"1130522",="00795B","29.517","1,514,098,000","44,691,389,550"
"1130522",="00794B","40.701","31,687,000","1,289,704,063"
"1130522",="00793B","32.821","4,526,000","148,546,140"
"1130522",="00792B","33.753","1,560,115,000","52,658,423,279"
"1130522",="00791B","55.83","253,600,000","14,158,350,390"
"1130522",="00790B","55.021","2,100,000","115,543,182"
"1130522",="00789B","51.746","265,600,000","13,743,851,653"
"1130522",="00788B","31.461","35,206,000","1,107,616,655"
"1130522",="00787B","34.497","15,306,000","528,010,648"
"1130522",="00786B","33.796","36,566,000","1,235,768,647"
"1130522",="00785B","35.72","877,966,000","31,360,950,089"
"1130522",="00784B","38.364","2,993,000","114,822,045"
"1130522",="00782B","32.508","23,467,000","762,872,902"
"1130522",="00781B","32.487","5,836,000","189,591,896"
"1130522",="00780B","37.014","239,602,000","8,868,721,275"
"1130522",="00779B","30.651","946,650,000","29,015,829,827"
"1130522",="00778B","36.433","1,411,650,000","51,430,114,872"
"1130522",="00777B","34.977","1,741,650,000","60,917,269,042"
"1130522",="00773B","36.862","2,473,790,000","91,188,932,063"
"1130522",="00772B","35.351","3,782,790,000","133,725,873,294"
"1130522",="00768B","53.924","426,100,000","22,976,951,453"
"1130522",="00764B","30.475","1,172,500,000","35,731,928,422"
"1130522",="00761B","36.379","2,566,589,000","93,370,407,818"
"1130522",="00760B","55.19","419,520,000","23,153,142,474"
"1130522",="00759B","57.06","48,025,000","2,740,337,024"
"1130522",="00758B","53.31","5,525,000","294,512,621"
"1130522",="00756B","32.662","1,260,800,000","41,180,307,175"
"1130522",="00755B","33.997","179,730,000","6,110,344,380"
"1130522",="00754B","36.068","1,099,400,000","39,652,625,774"
"1130522",="00751B","34.266","4,438,103,000","152,077,879,756"
"1130522",="00750B","35.068","126,000,000","4,418,540,781"
"1130522",="00749B","32.002","952,000,000","30,466,141,829"
"1130522",="00746B","36.609","2,408,464,000","88,170,605,281"
"1130522",="00741B","38.563","11,628,000","448,408,816"
"1130522",="00740B","40.308","1,263,971,000","50,948,479,853"
"1130522",="00734B","15.74","33,979,000","534,954,812"
"1130522",="00727B","39.798","96,189,000","3,828,153,954"
"1130522",="00726B","34.064","1,160,489,000","39,530,402,656"
"1130522",="00725B","37.376","2,704,206,000","101,071,099,975"
"1130522",="00724B","34.799","2,949,775,000","102,649,443,840"
"1130522",="00723B","33.641","1,552,083,000","52,214,290,564"
"1130522",="00722B","38.38","1,425,739,000","54,719,347,927"
"1130522",="00721B","47.013","4,622,000","217,292,823"
"1130522",="00720B","35.051","4,091,609,000","143,413,452,579"
"1130522",="00719B","31.505","386,514,000","12,176,926,205"
"1130522",="00697B","35.544","30,212,000","1,073,851,237"
"1130522",="00696B","31.192","1,131,181,000","35,283,283,054"
"1130522",="00695B","34.957","34,686,000","1,212,521,626"
"1130522",="00694B","41.069","194,076,000","7,970,539,774"
"1130522",="00687B","30.49","4,934,787,000","150,461,746,994"
"1130522",="00679B","28.944","7,287,192,000","210,917,932,028"
"1130521",="00928","16.92","26,356,000","445,959,749"
"1130521",="00888","15.87","486,478,000","7,721,363,289"
"1130521",="00877","10.97","301,288,000","3,306,190,286"
"1130521",="00718B","20.718","483,501,000","10,017,164,174"
"1130521",="006201","21.25","14,946,000","317,589,103"
"1130521",="00942B","15.395","398,959,000","6,141,935,938"
"1130521",="00937B","15.704","9,099,805,000","142,901,370,545"
"1130521",="00933B","16.642","3,035,458,000","50,517,386,546"
"1130521",="00931B","14.526","2,179,398,000","31,658,487,214"
"1130521",="00890B","33.983","24,764,000","841,565,772"
"1130521",="00887","10.91","43,851,000","478,542,799"
"1130521",="00886","31.83","8,451,000","268,979,643"
"1130521",="00884B","30.87","53,940,000","1,665,151,833"
"1130521",="00883B","32.397","9,758,000","316,128,006"
"1130521",="00870B","29.787","524,151,000","15,612,912,013"
"1130521",="00867B","33.136","729,650,000","24,177,782,956"
"1130521",="00864B","45.238","120,222,000","5,438,570,047"
"1130521",="00863B","33.864","481,964,000","16,321,392,356"
"1130521",="00862B","33.083","642,881,000","21,268,545,439"
"1130521",="00860B","38.27","4,671,000","178,758,947"
"1130521",="00859B","42.155","4,511,000","190,159,440"
"1130521",="00858","31.8","20,874,000","663,833,853"
"1130521",="00857B","25.306","651,768,000","16,493,783,898"
"1130521",="00856B","38.668","8,292,000","320,632,967"
"1130521",="00853B","29.211","67,634,000","1,975,621,519"
"1130521",="00849B","37.024","530,106,000","19,626,600,796"
"1130521",="00848B","35.228","206,566,000","7,276,843,494"
"1130521",="00847B","27.424","11,305,000","310,033,112"
"1130521",="00846B","35.438","74,350,000","2,634,791,782"
"1130521",="00845B","32.862","201,551,000","6,623,280,083"
"1130521",="00844B","33.327","191,175,000","6,371,360,823"
"1130521",="00842B","33.21","9,767,000","324,374,521"
"1130521",="00841B","31.313","80,940,000","2,534,500,544"
"1130521",="00840B","31.618","59,931,000","1,894,878,335"
"1130521",="00836B","30.775","361,541,000","11,126,341,766"
"1130521",="00834B","34.826","20,198,000","703,412,273"
"1130521",="00831B","40.638","100,000","4,063,841"
"1130521",="00799B","32.471","9,036,000","293,407,747"
"1130521",="00795B","29.54","1,496,098,000","44,194,687,532"
"1130521",="00794B","40.79","31,687,000","1,292,526,455"
"1130521",="00793B","32.846","4,526,000","148,662,891"
"1130521",="00792B","33.779","1,560,115,000","52,699,413,536"
"1130521",="00791B","55.737","253,600,000","14,134,783,493"
"1130521",="00790B","54.973","2,100,000","115,442,911"
"1130521",="00789B","51.797","265,600,000","13,757,142,618"
"1130521",="00788B","31.476","35,206,000","1,108,144,458"
"1130521",="00787B","34.495","15,306,000","527,980,949"
"1130521",="00786B","33.759","36,566,000","1,234,436,615"
"1130521",="00785B","35.703","877,966,000","31,345,576,481"
"1130521",="00784B","38.336","2,993,000","114,738,964"
"1130521",="00782B","32.555","23,467,000","763,959,699"
"1130521",="00781B","32.53","5,836,000","189,846,191"
"1130521",="00780B","36.995","239,602,000","8,864,132,699"
"1130521",="00779B","30.711","946,650,000","29,072,924,431"
"1130521",="00778B","36.419","1,397,650,000","50,900,491,041"
"1130521",="00777B","35.003","1,741,650,000","60,962,440,972"
"1130521",="00773B","36.822","2,472,790,000","91,053,970,844"
"1130521",="00772B","35.35","3,775,290,000","133,456,853,356"
"1130521",="00768B","53.998","426,100,000","23,008,338,388"
"1130521",="00764B","30.54","1,170,500,000","35,747,248,927"
"1130521",="00761B","36.416","2,566,089,000","93,445,737,035"
"1130521",="00760B","55.11","419,520,000","23,119,460,444"
"1130521",="00759B","57.08","48,025,000","2,741,301,226"
"1130521",="00758B","53.32","5,525,000","294,609,710"
"1130521",="00756B","32.638","1,260,800,000","41,149,916,597"
"1130521",="00755B","34.036","179,730,000","6,117,359,580"
"1130521",="00754B","36.108","1,099,400,000","39,696,800,087"
"1130521",="00751B","34.293","4,435,603,000","152,109,700,342"
"1130521",="00750B","35.081","126,000,000","4,420,228,638"
"1130521",="00749B","31.969","952,000,000","30,434,044,474"
"1130521",="00746B","36.623","2,394,464,000","87,692,637,878"
"1130521",="00741B","38.533","11,628,000","448,058,100"
"1130521",="00740B","40.3","1,250,971,000","50,413,992,005"
"1130521",="00734B","15.73","33,979,000","534,575,375"
"1130521",="00727B","39.764","96,189,000","3,824,836,425"
"1130521",="00726B","34.038","1,160,489,000","39,500,803,649"
"1130521",="00725B","37.372","2,703,206,000","101,024,178,310"
"1130521",="00724B","34.771","2,949,775,000","102,566,098,311"
"1130521",="00723B","33.673","1,552,083,000","52,263,769,931"
"1130521",="00722B","38.4","1,428,239,000","54,844,160,658"
"1130521",="00721B","47.02","4,622,000","217,326,094"
"1130521",="00720B","35.047","4,091,609,000","143,398,859,681"
"1130521",="00719B","31.459","385,014,000","12,111,990,092"
"1130521",="00697B","35.542","30,212,000","1,073,801,637"
"1130521",="00696B","31.247","1,129,681,000","35,298,647,152"
"1130521",="00695B","34.97","34,686,000","1,212,969,705"
"1130521",="00694B","41.03","194,076,000","7,962,956,141"
"1130521",="00687B","30.549","4,932,787,000","150,692,667,120"
"1130521",="00679B","28.985","7,250,192,000","210,147,031,096"
"1130520",="00928","16.94","26,356,000","446,480,918"
"1130520",="00888","15.84","487,478,000","7,722,775,614"
"1130520",="00877","10.87","301,288,000","3,276,069,451"
"1130520",="00718B","20.723","483,501,000","10,019,395,518"
"1130520",="006201","21.29","14,946,000","318,166,743"
"1130520",="00942B","15.423","398,959,000","6,153,097,814"
"1130520",="00937B","15.798","9,024,805,000","142,569,760,946"
"1130520",="00933B","16.716","3,029,458,000","50,641,436,396"
"1130520",="00931B","14.589","2,097,898,000","30,606,146,868"
"1130520",="00890B","34.407","24,764,000","852,048,698"
"1130520",="00887","10.79","43,851,000","473,229,089"
"1130520",="00886","31.64","8,451,000","267,402,915"
"1130520",="00884B","30.914","53,940,000","1,667,513,860"
"1130520",="00883B","32.423","9,758,000","316,380,066"
"1130520",="00870B","29.777","524,151,000","15,607,537,025"
"1130520",="00867B","33.177","729,650,000","24,207,705,068"
"1130520",="00864B","45.073","120,222,000","5,418,747,591"
"1130520",="00863B","33.891","481,964,000","16,334,125,183"
"1130520",="00862B","33.113","642,881,000","21,287,381,424"
"1130520",="00860B","38.715","4,671,000","180,838,677"
"1130520",="00859B","41.993","4,511,000","189,429,861"
"1130520",="00858","31.62","20,874,000","660,102,346"
"1130520",="00857B","25.376","651,768,000","16,539,186,339"
"1130520",="00856B","38.518","8,292,000","319,389,305"
"1130520",="00853B","29.291","67,634,000","1,981,031,942"
"1130520",="00849B","36.914","530,106,000","19,568,344,053"
"1130520",="00848B","35.194","206,566,000","7,269,806,315"
"1130520",="00847B","27.769","11,305,000","313,926,175"
"1130520",="00846B","35.767","74,350,000","2,659,268,022"
"1130520",="00845B","33.163","201,551,000","6,684,076,778"
"1130520",="00844B","33.369","191,175,000","6,379,285,180"
"1130520",="00842B","33.24","9,767,000","324,649,852"
"1130520",="00841B","31.676","80,940,000","2,563,871,437"
"1130520",="00840B","31.975","59,931,000","1,916,277,324"
"1130520",="00836B","30.809","361,541,000","11,138,713,790"
"1130520",="00834B","34.871","20,198,000","704,329,963"
"1130520",="00831B","40.536","100,000","4,053,587"
"1130520",="00799B","32.967","9,036,000","297,893,184"
"1130520",="00795B","30.021","1,485,098,000","44,583,385,812"
"1130520",="00794B","41.116","31,687,000","1,302,853,076"
"1130520",="00793B","32.907","4,526,000","148,935,835"
"1130520",="00792B","33.835","1,560,115,000","52,786,440,938"
"1130520",="00791B","55.57","253,600,000","14,092,608,036"
"1130520",="00790B","54.956","2,100,000","115,407,990"
"1130520",="00789B","51.887","265,600,000","13,781,245,460"
"1130520",="00788B","31.529","35,206,000","1,110,001,097"
"1130520",="00787B","34.543","15,306,000","528,715,993"
"1130520",="00786B","34.289","36,566,000","1,253,815,261"
"1130520",="00785B","35.687","877,966,000","31,331,776,701"
"1130520",="00784B","38.206","2,993,000","114,349,584"
"1130520",="00782B","32.602","23,467,000","765,059,050"
"1130520",="00781B","32.571","5,836,000","190,085,437"
"1130520",="00780B","37.333","239,602,000","8,945,079,647"
"1130520",="00779B","30.802","946,650,000","29,158,574,375"
"1130520",="00778B","36.431","1,397,650,000","50,917,644,446"
"1130520",="00777B","35.038","1,741,650,000","61,023,930,814"
"1130520",="00773B","36.975","2,472,790,000","91,430,300,993"
"1130520",="00772B","35.534","3,775,290,000","134,149,956,764"
"1130520",="00768B","54.169","426,100,000","23,081,523,549"
"1130520",="00764B","30.649","1,170,500,000","35,874,313,816"
"1130520",="00761B","36.944","2,565,089,000","94,764,293,457"
"1130520",="00760B","55.07","401,520,000","22,110,298,630"
"1130520",="00759B","57.17","48,025,000","2,745,729,217"
"1130520",="00758B","53.38","5,525,000","294,936,210"
"1130520",="00756B","33.159","1,260,800,000","41,806,604,141"
"1130520",="00755B","34.551","179,730,000","6,209,883,018"
"1130520",="00754B","36.591","1,099,400,000","40,228,440,957"
"1130520",="00751B","34.355","4,405,603,000","151,355,806,598"
"1130520",="00750B","35.094","126,000,000","4,421,792,620"
"1130520",="00749B","31.957","952,000,000","30,423,482,995"
"1130520",="00746B","36.629","2,391,964,000","87,616,031,605"
"1130520",="00741B","38.388","11,628,000","446,379,419"
"1130520",="00740B","40.286","1,238,471,000","49,892,691,868"
"1130520",="00734B","15.72","33,979,000","534,182,849"
"1130520",="00727B","39.642","96,189,000","3,813,115,000"
"1130520",="00726B","33.982","1,160,489,000","39,435,993,497"
"1130520",="00725B","37.379","2,704,706,000","101,098,388,962"
"1130520",="00724B","34.794","2,949,775,000","102,634,939,816"
"1130520",="00723B","33.723","1,552,083,000","52,340,072,408"
"1130520",="00722B","38.448","1,428,239,000","54,912,206,339"
"1130520",="00721B","46.864","4,622,000","216,604,989"
"1130520",="00720B","35.074","4,094,609,000","143,613,017,022"
"1130520",="00719B","31.355","385,014,000","12,071,981,804"
"1130520",="00697B","35.517","30,212,000","1,073,029,333"
"1130520",="00696B","31.334","1,126,681,000","35,303,572,134"
"1130520",="00695B","34.928","34,686,000","1,211,525,211"
"1130520",="00694B","40.873","194,076,000","7,932,550,694"
"1130520",="00687B","30.649","4,936,787,000","151,306,115,772"
"1130520",="00679B","29.418","7,229,692,000","212,682,919,924"
"1130517",="00928","16.97","26,356,000","447,325,946"
"1130517",="00888","15.83","487,978,000","7,726,834,515"
"1130517",="00877","10.76","315,288,000","3,392,576,769"
"1130517",="00718B","20.655","483,501,000","9,986,877,842"
"1130517",="006201","21.28","14,946,000","318,013,321"
"1130517",="00942B","15.521","404,959,000","6,285,181,416"
"1130517",="00937B","15.889","8,924,805,000","141,802,468,030"
"1130517",="00933B","16.815","3,029,458,000","50,940,433,023"
"1130517",="00931B","14.694","2,018,898,000","29,665,488,309"
"1130517",="00890B","34.583","24,764,000","856,408,225"
"1130517",="00887","11.02","42,351,000","466,688,512"
"1130517",="00886","31.83","8,451,000","268,988,608"
"1130517",="00884B","30.974","53,940,000","1,670,713,578"
"1130517",="00883B","32.601","9,758,000","318,118,353"
"1130517",="00870B","29.769","524,151,000","15,603,210,441"
"1130517",="00867B","33.309","729,650,000","24,303,770,747"
"1130517",="00864B","45.294","117,722,000","5,332,121,037"
"1130517",="00863B","34.091","481,964,000","16,430,473,644"
"1130517",="00862B","33.29","642,881,000","21,401,460,899"
"1130517",="00860B","38.959","4,671,000","181,978,100"
"1130517",="00859B","42.203","4,511,000","190,377,405"
"1130517",="00858","31.81","20,874,000","664,053,580"
"1130517",="00857B","25.511","651,768,000","16,627,238,522"
"1130517",="00856B","38.707","8,292,000","320,954,248"
"1130517",="00853B","29.515","68,134,000","2,010,945,059"
"1130517",="00849B","37.087","530,106,000","19,660,035,984"
"1130517",="00848B","35.158","206,566,000","7,262,436,126"
"1130517",="00847B","27.916","11,305,000","315,592,700"
"1130517",="00846B","35.924","74,350,000","2,670,978,751"
"1130517",="00845B","33.215","201,551,000","6,694,487,888"
"1130517",="00844B","33.475","191,175,000","6,399,539,943"
"1130517",="00842B","33.44","9,767,000","326,566,261"
"1130517",="00841B","31.842","80,940,000","2,577,307,277"
"1130517",="00840B","32.154","59,931,000","1,926,994,562"
"1130517",="00836B","30.967","362,041,000","11,211,224,356"
"1130517",="00834B","35.114","20,198,000","709,233,759"
"1130517",="00831B","40.669","100,000","4,066,934"
"1130517",="00799B","33.176","9,036,000","299,780,427"
"1130517",="00795B","30.186","1,495,098,000","45,131,412,025"
"1130517",="00794B","41.219","31,687,000","1,306,108,299"
"1130517",="00793B","33.124","4,526,000","149,920,141"
"1130517",="00792B","34.05","1,560,115,000","53,122,301,326"
"1130517",="00791B","55.741","253,600,000","14,135,948,603"
"1130517",="00790B","55.21","2,100,000","115,941,377"
"1130517",="00789B","52.118","265,600,000","13,842,653,205"
"1130517",="00788B","31.664","35,206,000","1,114,760,352"
"1130517",="00787B","34.7","15,306,000","531,118,322"
"1130517",="00786B","34.415","35,566,000","1,224,012,104"
"1130517",="00785B","35.867","877,966,000","31,490,313,146"
"1130517",="00784B","38.534","2,993,000","115,332,298"
"1130517",="00782B","32.805","23,467,000","769,829,977"
"1130517",="00781B","32.782","5,836,000","191,315,895"
"1130517",="00780B","37.555","239,602,000","8,998,303,211"
"1130517",="00779B","30.97","946,650,000","29,317,364,882"
"1130517",="00778B","36.606","1,397,650,000","51,162,796,276"
"1130517",="00777B","35.241","1,688,650,000","59,510,325,365"
"1130517",="00773B","37.179","2,472,790,000","91,934,722,368"
"1130517",="00772B","35.755","3,775,790,000","135,002,139,283"
"1130517",="00768B","54.4","426,100,000","23,179,609,043"
"1130517",="00764B","30.837","1,179,000,000","36,357,208,229"
"1130517",="00761B","37.192","2,565,089,000","95,401,530,192"
"1130517",="00760B","55.1","401,520,000","22,124,602,871"
"1130517",="00759B","57.43","48,025,000","2,757,900,239"
"1130517",="00758B","53.61","5,525,000","296,189,551"
"1130517",="00756B","33.234","1,259,300,000","41,852,029,366"
"1130517",="00755B","34.766","179,730,000","6,248,409,423"
"1130517",="00754B","36.826","1,099,400,000","40,486,853,921"
"1130517",="00751B","34.511","4,391,103,000","151,539,753,506"
"1130517",="00750B","35.284","126,000,000","4,445,776,588"
"1130517",="00749B","31.996","952,000,000","30,460,210,061"
"1130517",="00746B","36.846","2,393,464,000","88,189,591,002"
"1130517",="00741B","38.561","11,628,000","448,382,026"
"1130517",="00740B","40.492","1,225,971,000","49,641,739,656"
"1130517",="00734B","15.77","33,979,000","535,935,851"
"1130517",="00727B","39.861","96,189,000","3,834,156,950"
"1130517",="00726B","34.074","1,160,489,000","39,542,334,522"
"1130517",="00725B","37.601","2,706,206,000","101,755,017,304"
"1130517",="00724B","34.992","2,949,775,000","103,219,025,332"
"1130517",="00723B","33.914","1,524,083,000","51,688,114,387"
"1130517",="00722B","38.685","1,428,239,000","55,251,205,065"
"1130517",="00721B","47.198","4,622,000","218,147,666"
"1130517",="00720B","35.208","4,056,109,000","142,806,859,066"
"1130517",="00719B","31.476","384,014,000","12,087,035,067"
"1130517",="00697B","35.696","30,212,000","1,078,457,569"
"1130517",="00696B","31.502","1,129,681,000","35,586,730,498"
"1130517",="00695B","35.144","34,686,000","1,218,990,106"
"1130517",="00694B","41.08","194,076,000","7,972,588,302"
"1130517",="00687B","30.842","4,958,287,000","152,923,434,486"
"1130517",="00679B","29.541","7,240,692,000","213,898,803,461"
"1130516",="00928","16.87","26,356,000","444,694,504"
"1130516",="00888","15.78","489,978,000","7,733,374,277"
"1130516",="00877","10.69","330,788,000","3,536,138,177"
"1130516",="00718B","20.809","483,501,000","10,061,145,618"
"1130516",="006201","21.08","14,946,000","315,112,932"
"1130516",="00942B","15.388","404,959,000","6,231,581,007"
"1130516",="00937B","15.77","8,824,805,000","139,166,894,694"
"1130516",="00933B","16.697","3,008,458,000","50,233,512,706"
"1130516",="00931B","14.535","2,018,898,000","29,344,203,046"
"1130516",="00890B","34.387","25,264,000","868,748,518"
"1130516",="00887","11.02","42,351,000","466,688,512"
"1130516",="00886","31.43","8,451,000","265,652,949"
"1130516",="00884B","30.723","53,940,000","1,657,210,832"
"1130516",="00883B","32.383","9,758,000","315,993,902"
"1130516",="00870B","29.631","524,151,000","15,531,094,582"
"1130516",="00867B","33.124","729,650,000","24,169,022,959"
"1130516",="00864B","45.495","117,222,000","5,332,956,526"
"1130516",="00863B","33.889","481,964,000","16,333,170,731"
"1130516",="00862B","33.075","642,881,000","21,263,112,515"
"1130516",="00860B","39.027","4,671,000","182,296,750"
"1130516",="00859B","42.395","4,511,000","191,243,583"
"1130516",="00858","31.64","20,874,000","660,391,378"
"1130516",="00857B","25.314","651,768,000","16,498,554,031"
"1130516",="00856B","38.89","8,292,000","322,478,190"
"1130516",="00853B","29.242","68,134,000","1,992,351,690"
"1130516",="00849B","37.188","530,106,000","19,713,583,317"
"1130516",="00848B","35.132","206,566,000","7,257,102,082"
"1130516",="00847B","27.754","11,305,000","313,761,400"
"1130516",="00846B","35.882","74,350,000","2,667,786,386"
"1130516",="00845B","33.216","201,551,000","6,694,704,969"
"1130516",="00844B","33.294","191,175,000","6,365,050,497"
"1130516",="00842B","33.2","9,767,000","324,273,348"
"1130516",="00841B","31.633","80,940,000","2,560,341,773"
"1130516",="00840B","31.95","59,931,000","1,914,815,572"
"1130516",="00836B","30.772","362,041,000","11,140,683,572"
"1130516",="00834B","34.816","20,198,000","703,221,540"
"1130516",="00831B","40.855","100,000","4,085,459"
"1130516",="00799B","32.923","9,036,000","297,494,200"
"1130516",="00795B","29.94","1,489,098,000","44,583,647,572"
"1130516",="00794B","41.219","31,687,000","1,306,108,299"
"1130516",="00793B","32.883","4,526,000","148,828,535"
"1130516",="00792B","33.792","1,560,115,000","52,719,891,071"
"1130516",="00791B","56.004","253,600,000","14,202,617,634"
"1130516",="00790B","55.022","2,100,000","115,546,021"
"1130516",="00789B","51.789","265,600,000","13,755,206,141"
"1130516",="00788B","31.507","35,206,000","1,109,222,598"
"1130516",="00787B","34.547","15,306,000","528,781,023"
"1130516",="00786B","34.249","35,566,000","1,218,106,717"
"1130516",="00785B","35.685","877,966,000","31,330,138,633"
"1130516",="00784B","38.534","2,993,000","115,332,298"
"1130516",="00782B","32.553","23,467,000","763,928,130"
"1130516",="00781B","32.506","5,836,000","189,704,420"
"1130516",="00780B","37.458","239,602,000","8,975,112,887"
"1130516",="00779B","30.705","946,650,000","29,067,137,314"
"1130516",="00778B","36.365","1,397,650,000","50,825,062,335"
"1130516",="00777B","35.016","1,679,150,000","58,796,540,601"
"1130516",="00773B","36.948","2,474,290,000","91,421,144,276"
"1130516",="00772B","35.53","3,779,790,000","134,296,381,806"
"1130516",="00768B","54.013","426,100,000","23,014,812,419"
"1130516",="00764B","30.536","1,179,000,000","36,002,108,113"
"1130516",="00761B","36.913","2,565,089,000","94,684,596,159"
"1130516",="00760B","54.99","401,520,000","22,077,987,411"
"1130516",="00759B","57.13","48,025,000","2,743,708,545"
"1130516",="00758B","53.35","5,525,000","294,769,469"
"1130516",="00756B","33.012","1,259,300,000","41,571,611,939"
"1130516",="00755B","34.514","179,730,000","6,203,204,610"
"1130516",="00754B","36.521","1,071,900,000","39,146,678,883"
"1130516",="00751B","34.293","4,391,103,000","150,585,666,363"
"1130516",="00750B","35.068","126,000,000","4,418,576,505"
"1130516",="00749B","31.832","952,000,000","30,304,166,671"
"1130516",="00746B","36.658","2,393,464,000","87,740,335,098"
"1130516",="00741B","38.683","11,628,000","449,810,719"
"1130516",="00740B","40.32","1,228,471,000","49,532,270,052"
"1130516",="00734B","15.72","33,979,000","534,193,267"
"1130516",="00727B","39.928","96,189,000","3,840,623,162"
"1130516",="00726B","33.977","1,160,489,000","39,429,743,415"
"1130516",="00725B","37.374","2,706,206,000","101,142,655,751"
"1130516",="00724B","34.754","2,949,775,000","102,516,316,809"
"1130516",="00723B","33.642","1,524,083,000","51,273,873,921"
"1130516",="00722B","38.385","1,428,239,000","54,822,428,187"
"1130516",="00721B","47.198","4,622,000","218,147,666"
"1130516",="00720B","35.016","4,056,609,000","142,046,918,786"
"1130516",="00719B","31.646","382,514,000","12,104,962,241"
"1130516",="00697B","35.685","30,212,000","1,078,124,165"
"1130516",="00696B","31.253","1,134,181,000","35,446,178,479"
"1130516",="00695B","35.107","34,686,000","1,217,728,145"
"1130516",="00694B","41.265","194,076,000","8,008,624,268"
"1130516",="00687B","30.555","4,963,787,000","151,667,747,043"
"1130516",="00679B","29.328","7,240,692,000","212,351,390,930"
"1130515",="00928","16.81","25,856,000","434,696,293"
"1130515",="00888","15.68","494,478,000","7,754,297,477"
"1130515",="00877","10.69","330,788,000","3,536,138,177"
"1130515",="00718B","20.809","483,501,000","10,061,145,618"
"1130515",="006201","21.05","14,946,000","314,558,607"
"1130515",="00942B","15.316","409,459,000","6,271,362,220"
"1130515",="00937B","15.698","8,724,805,000","136,963,668,059"
"1130515",="00933B","16.618","3,006,958,000","49,969,520,444"
"1130515",="00931B","14.454","2,018,898,000","29,181,927,368"
"1130515",="00890B","34.234","25,264,000","864,895,969"
"1130515",="00887","11.02","42,351,000","466,646,251"
"1130515",="00886","31.25","8,451,000","264,130,711"
"1130515",="00884B","30.698","53,940,000","1,655,829,557"
"1130515",="00883B","32.265","9,758,000","314,837,729"
"1130515",="00870B","29.612","524,151,000","15,521,177,044"
"1130515",="00867B","32.977","729,650,000","24,061,553,588"
"1130515",="00864B","45.492","117,222,000","5,332,606,663"
"1130515",="00863B","33.74","481,964,000","16,261,255,154"
"1130515",="00862B","32.932","642,381,000","21,154,599,942"
"1130515",="00860B","38.974","4,671,000","182,047,365"
"1130515",="00859B","42.384","4,511,000","191,193,576"
"1130515",="00858","31.51","20,874,000","657,653,782"
"1130515",="00857B","25.184","651,768,000","16,413,841,634"
"1130515",="00856B","38.869","8,292,000","322,303,983"
"1130515",="00853B","29.113","66,634,000","1,939,881,043"
"1130515",="00849B","37.168","530,106,000","19,702,811,339"
"1130515",="00848B","35.061","206,566,000","7,242,319,596"
"1130515",="00847B","27.667","11,305,000","312,780,161"
"1130515",="00846B","35.783","74,350,000","2,660,473,097"
"1130515",="00845B","33.144","201,551,000","6,680,204,881"
"1130515",="00844B","33.148","191,175,000","6,337,069,143"
"1130515",="00842B","33.05","9,767,000","322,843,013"
"1130515",="00841B","31.498","80,940,000","2,549,425,778"
"1130515",="00840B","31.819","59,931,000","1,906,942,454"
"1130515",="00836B","30.631","362,041,000","11,089,486,967"
"1130515",="00834B","34.652","20,198,000","699,904,061"
"1130515",="00831B","40.842","100,000","4,084,179"
"1130515",="00799B","32.778","9,036,000","296,184,716"
"1130515",="00795B","29.801","1,489,098,000","44,376,480,904"
