資料日期,基金代號,單位淨值,發行單位數,總淨值
"1130329",="00697B","35.753","29,212,000","1,044,406,052"
"1130329",="00696B","32.141","1,144,181,000","36,774,958,305"
"1130329",="00695B","35.341","35,186,000","1,243,492,219"
"1130329",="00694B","40.905","214,576,000","8,777,318,820"
"1130329",="00687B","31.203","4,459,787,000","139,157,085,113"
"1130329",="00679B","29.979","6,499,692,000","194,854,612,491"
"1130328",="00928","17.21","27,356,000","470,882,843"
"1130328",="00888","15.54","545,478,000","8,474,587,560"
"1130328",="00877","10.15","374,288,000","3,797,773,810"
"1130328",="00718B","20.345","531,001,000","10,803,439,437"
"1130328",="006201","21.89","14,946,000","327,155,788"
"1130328",="00937B","15.769","6,245,305,000","98,483,433,784"
"1130328",="00933B","16.652","2,856,958,000","47,574,944,291"
"1130328",="00931B","14.815","2,007,898,000","29,746,970,948"
"1130328",="00890B","34.286","24,264,000","831,904,065"
"1130328",="00887","10.96","38,351,000","420,289,464"
"1130328",="00886","31.31","8,451,000","264,600,793"
"1130328",="00884B","30.979","70,940,000","2,197,637,269"
"1130328",="00883B","32.36","9,758,000","315,772,574"
"1130328",="00870B","30.13","524,151,000","15,792,527,553"
"1130328",="00867B","33.155","665,650,000","22,069,542,071"
"1130328",="00864B","44.458","129,222,000","5,744,992,114"
"1130328",="00863B","33.787","481,964,000","16,284,299,149"
"1130328",="00862B","32.979","648,381,000","21,383,030,647"
"1130328",="00860B","38.329","5,171,000","198,201,039"
"1130328",="00859B","41.426","5,011,000","207,586,490"
"1130328",="00858","31.15","20,874,000","650,206,197"
"1130328",="00857B","25.559","499,768,000","12,773,385,739"
"1130328",="00856B","38.183","8,292,000","316,610,040"
"1130328",="00853B","29.377","59,134,000","1,737,153,409"
"1130328",="00849B","36.958","530,106,000","19,591,640,981"
"1130328",="00848B","35.26","234,066,000","8,253,202,441"
"1130328",="00847B","27.78","11,305,000","314,055,345"
"1130328",="00846B","35.319","73,850,000","2,608,317,505"
"1130328",="00845B","32.939","201,551,000","6,638,876,059"
"1130328",="00844B","33.153","176,675,000","5,857,344,482"
"1130328",="00842B","33.42","9,767,000","326,391,966"
"1130328",="00841B","31.794","80,940,000","2,573,405,534"
"1130328",="00840B","32.002","59,931,000","1,917,928,083"
"1130328",="00836B","30.969","364,541,000","11,289,390,080"
"1130328",="00834B","35.031","19,698,000","690,038,641"
"1130328",="00831B","39.13","100,000","3,913,003"
"1130328",="00799B","32.992","8,536,000","281,623,212"
"1130328",="00795B","30.196","1,407,598,000","42,503,971,606"
"1130328",="00794B","40.451","31,687,000","1,281,783,156"
"1130328",="00793B","32.983","4,526,000","149,282,371"
"1130328",="00792B","33.871","1,556,115,000","52,706,674,568"
"1130328",="00791B","55.49","253,600,000","14,072,322,072"
"1130328",="00790B","55.123","2,100,000","115,758,116"
"1130328",="00789B","52.683","223,600,000","11,779,813,855"
"1130328",="00788B","31.999","30,206,000","966,557,494"
"1130328",="00787B","34.653","14,806,000","513,066,670"
"1130328",="00786B","34.109","33,066,000","1,127,834,274"
"1130328",="00785B","35.916","862,466,000","30,976,392,774"
"1130328",="00784B","38.092","2,993,000","114,008,641"
"1130328",="00782B","32.884","23,467,000","771,691,748"
"1130328",="00781B","32.785","5,836,000","191,330,784"
"1130328",="00780B","37.057","324,102,000","12,010,325,423"
"1130328",="00779B","31.052","957,150,000","29,721,437,078"
"1130328",="00778B","36.253","1,397,650,000","50,669,290,657"
"1130328",="00777B","35.121","1,535,150,000","53,915,347,359"
"1130328",="00773B","36.888","2,390,290,000","88,173,633,806"
"1130328",="00772B","35.748","3,769,290,000","134,745,285,961"
"1130328",="00768B","54.558","437,600,000","23,874,355,804"
"1130328",="00764B","30.869","1,187,000,000","36,641,970,775"
"1130328",="00761B","37.003","2,506,589,000","92,750,809,952"
"1130328",="00760B","54.54","402,020,000","21,925,460,281"
"1130328",="00759B","57.3","47,525,000","2,723,234,487"
"1130328",="00758B","53.45","5,525,000","295,335,633"
"1130328",="00756B","33.098","1,196,800,000","39,611,915,725"
"1130328",="00755B","34.466","180,230,000","6,211,710,049"
"1130328",="00754B","36.765","944,900,000","34,739,440,468"
"1130328",="00751B","34.501","4,148,103,000","143,113,720,948"
"1130328",="00750B","35.62","126,000,000","4,488,063,710"
"1130328",="00749B","32.22","952,000,000","30,673,619,758"
"1130328",="00746B","37.028","2,399,464,000","88,846,981,700"
"1130328",="00741B","38.435","11,628,000","446,920,494"
"1130328",="00740B","40.63","1,198,971,000","48,714,196,716"
"1130328",="00734B","15.8","33,979,000","536,884,749"
"1130328",="00727B","39.671","96,189,000","3,815,909,454"
"1130328",="00726B","34.244","1,189,989,000","40,750,156,605"
"1130328",="00725B","37.796","2,558,706,000","96,709,001,725"
"1130328",="00724B","34.903","2,982,775,000","104,106,731,411"
"1130328",="00723B","34.28","1,341,083,000","45,972,305,689"
"1130328",="00722B","38.865","1,427,239,000","55,469,748,689"
"1130328",="00721B","46.097","4,622,000","213,061,491"
"1130328",="00720B","35.537","3,664,609,000","130,228,781,894"
"1130328",="00719B","31.448","398,014,000","12,516,616,314"
"1130328",="00697B","35.519","29,212,000","1,037,569,492"
"1130328",="00696B","31.77","1,141,181,000","36,254,940,543"
"1130328",="00695B","35.113","35,186,000","1,235,483,993"
"1130328",="00694B","40.756","214,576,000","8,745,149,624"
"1130328",="00687B","30.827","4,459,787,000","137,479,708,380"
"1130328",="00679B","29.633","6,499,692,000","192,606,045,380"
"1130327",="00928","16.96","27,356,000","464,009,311"
"1130327",="00888","15.54","545,478,000","8,474,863,618"
"1130327",="00877","10.56","371,288,000","3,919,245,465"
"1130327",="00718B","20.306","531,001,000","10,782,612,001"
"1130327",="006201","21.59","14,946,000","322,623,645"
"1130327",="00937B","15.749","6,095,305,000","95,992,349,950"
"1130327",="00933B","16.653","2,831,458,000","47,151,682,856"
"1130327",="00931B","14.751","2,007,898,000","29,618,946,978"
"1130327",="00890B","34.244","24,264,000","830,891,216"
"1130327",="00887","10.93","37,851,000","413,615,777"
"1130327",="00886","31.4","8,451,000","265,365,004"
"1130327",="00884B","30.993","70,940,000","2,198,649,090"
"1130327",="00883B","32.321","9,758,000","315,389,012"
"1130327",="00870B","30.099","524,151,000","15,776,278,039"
"1130327",="00867B","33.063","665,650,000","22,008,387,165"
"1130327",="00864B","44.457","130,222,000","5,789,299,124"
"1130327",="00863B","33.759","481,964,000","16,270,507,102"
"1130327",="00862B","32.933","650,381,000","21,419,074,931"
"1130327",="00860B","38.313","4,671,000","178,959,198"
"1130327",="00859B","41.41","5,011,000","207,504,374"
"1130327",="00858","31.24","20,874,000","652,176,085"
"1130327",="00857B","25.455","499,768,000","12,721,578,036"
"1130327",="00856B","38.152","8,292,000","316,357,854"
"1130327",="00853B","29.329","59,134,000","1,734,325,049"
"1130327",="00849B","36.964","530,106,000","19,594,629,416"
"1130327",="00848B","35.238","220,066,000","7,754,718,400"
"1130327",="00847B","27.711","11,305,000","313,268,122"
"1130327",="00846B","35.28","73,850,000","2,605,440,517"
"1130327",="00845B","32.887","201,551,000","6,628,388,241"
"1130327",="00844B","33.108","176,675,000","5,849,304,718"
"1130327",="00842B","33.44","9,767,000","326,625,832"
"1130327",="00841B","31.733","80,940,000","2,568,503,556"
"1130327",="00840B","31.976","59,931,000","1,916,350,336"
"1130327",="00836B","30.914","364,541,000","11,269,262,668"
"1130327",="00834B","35.003","19,698,000","689,488,411"
"1130327",="00831B","39.082","14,100,000","551,055,724"
"1130327",="00799B","32.95","8,536,000","281,264,281"
"1130327",="00795B","30.062","1,415,098,000","42,540,255,955"
"1130327",="00794B","40.464","31,687,000","1,282,170,640"
"1130327",="00793B","32.942","4,526,000","149,096,797"
"1130327",="00792B","33.834","1,556,115,000","52,650,196,759"
"1130327",="00791B","55.393","253,600,000","14,047,732,989"
"1130327",="00790B","55.067","2,100,000","115,641,239"
"1130327",="00789B","52.566","223,600,000","11,753,811,246"
"1130327",="00788B","31.906","30,206,000","963,739,143"
"1130327",="00787B","34.571","14,806,000","511,851,596"
"1130327",="00786B","34.07","33,066,000","1,126,542,322"
"1130327",="00785B","35.911","862,466,000","30,972,340,528"
"1130327",="00784B","38.05","2,993,000","113,883,889"
"1130327",="00782B","32.848","23,467,000","770,845,460"
"1130327",="00781B","32.75","5,836,000","191,130,591"
"1130327",="00780B","37.055","324,102,000","12,009,433,429"
"1130327",="00779B","30.926","957,150,000","29,600,911,553"
"1130327",="00778B","36.258","1,397,650,000","50,675,278,323"
"1130327",="00777B","35.09","1,534,650,000","53,850,814,908"
"1130327",="00773B","36.888","2,389,790,000","88,154,353,900"
"1130327",="00772B","35.711","3,770,290,000","134,640,629,797"
"1130327",="00768B","54.296","437,600,000","23,760,026,218"
"1130327",="00764B","30.744","1,186,000,000","36,462,459,826"
"1130327",="00761B","36.977","2,506,589,000","92,685,623,876"
"1130327",="00760B","54.39","402,020,000","21,867,866,861"
"1130327",="00759B","57.15","47,525,000","2,716,289,073"
"1130327",="00758B","53.35","5,525,000","294,782,621"
"1130327",="00756B","33.106","1,196,800,000","39,621,644,487"
"1130327",="00755B","34.402","180,230,000","6,200,222,693"
"1130327",="00754B","36.726","944,900,000","34,702,022,986"
"1130327",="00751B","34.419","4,133,103,000","142,255,096,540"
"1130327",="00750B","35.583","126,000,000","4,483,396,826"
"1130327",="00749B","32.208","952,000,000","30,662,224,350"
"1130327",="00746B","37.003","2,399,464,000","88,786,705,583"
"1130327",="00741B","38.454","11,628,000","447,139,779"
"1130327",="00740B","40.59","1,198,971,000","48,665,723,040"
"1130327",="00734B","15.8","33,979,000","536,961,722"
"1130327",="00727B","39.694","96,189,000","3,818,102,735"
"1130327",="00726B","34.224","1,189,989,000","40,726,451,735"
"1130327",="00725B","37.768","2,558,706,000","96,637,201,015"
"1130327",="00724B","34.904","2,982,275,000","104,092,477,719"
"1130327",="00723B","34.254","1,341,083,000","45,937,544,629"
"1130327",="00722B","38.806","1,427,239,000","55,385,957,628"
"1130327",="00721B","46.032","4,622,000","212,760,216"
"1130327",="00720B","35.45","3,658,609,000","129,698,554,885"
"1130327",="00719B","31.393","399,014,000","12,526,334,356"
"1130327",="00697B","35.419","29,212,000","1,034,650,810"
"1130327",="00696B","31.645","1,139,681,000","36,065,603,564"
"1130327",="00695B","35.047","34,686,000","1,215,626,643"
"1130327",="00694B","40.725","215,076,000","8,759,009,311"
"1130327",="00687B","30.717","4,459,787,000","136,990,905,149"
"1130327",="00679B","29.484","6,483,692,000","191,162,158,625"
"1130326",="00928","17.25","29,356,000","506,293,540"
"1130326",="00888","15.6","547,478,000","8,542,429,589"
"1130326",="00877","10.66","366,288,000","3,905,987,533"
"1130326",="00718B","20.276","531,001,000","10,766,576,324"
"1130326",="006201","21.95","14,946,000","328,102,514"
"1130326",="00937B","15.859","5,945,305,000","94,284,209,408"
"1130326",="00933B","16.783","2,859,958,000","47,997,262,553"
"1130326",="00931B","14.86","2,007,898,000","29,837,375,142"
"1130326",="00890B","34.501","24,264,000","837,120,186"
"1130326",="00887","11.11","37,851,000","420,530,574"
"1130326",="00886","31.59","8,451,000","266,962,987"
"1130326",="00884B","31.143","70,940,000","2,209,250,476"
"1130326",="00883B","32.577","9,758,000","317,889,710"
"1130326",="00870B","30.241","524,151,000","15,850,731,979"
"1130326",="00867B","33.299","665,650,000","22,165,571,116"
"1130326",="00864B","44.543","130,222,000","5,800,416,446"
"1130326",="00863B","33.978","481,964,000","16,376,308,544"
"1130326",="00862B","33.166","646,381,000","21,437,813,312"
"1130326",="00860B","38.424","4,671,000","179,476,290"
"1130326",="00859B","41.509","5,011,000","208,003,761"
"1130326",="00858","31.43","20,874,000","655,995,700"
"1130326",="00857B","25.632","499,768,000","12,809,842,063"
"1130326",="00856B","38.258","8,292,000","317,233,425"
"1130326",="00853B","29.569","59,134,000","1,748,547,852"
"1130326",="00849B","37.038","530,106,000","19,634,241,228"
"1130326",="00848B","35.322","220,066,000","7,773,137,176"
"1130326",="00847B","27.886","11,305,000","315,253,935"
"1130326",="00846B","35.45","73,850,000","2,617,948,570"
"1130326",="00845B","32.999","201,551,000","6,650,991,118"
"1130326",="00844B","33.372","176,675,000","5,896,003,116"
"1130326",="00842B","33.68","9,767,000","328,917,315"
"1130326",="00841B","31.95","80,940,000","2,586,033,311"
"1130326",="00840B","32.226","59,931,000","1,931,333,757"
"1130326",="00836B","31.142","364,541,000","11,352,693,169"
"1130326",="00834B","35.28","19,698,000","694,946,671"
"1130326",="00831B","39.211","14,100,000","552,872,761"
"1130326",="00799B","33.175","8,536,000","283,185,456"
"1130326",="00795B","30.281","1,446,098,000","43,789,840,893"
"1130326",="00794B","40.47","31,687,000","1,282,365,863"
"1130326",="00793B","33.158","4,526,000","150,073,693"
"1130326",="00792B","34.074","1,554,615,000","52,971,439,229"
"1130326",="00791B","55.572","253,600,000","14,093,068,162"
"1130326",="00790B","55.439","2,100,000","116,421,202"
"1130326",="00789B","52.999","223,600,000","11,850,536,109"
"1130326",="00788B","32.134","30,206,000","970,631,844"
"1130326",="00787B","34.817","14,806,000","515,492,658"
"1130326",="00786B","34.34","33,066,000","1,135,474,032"
"1130326",="00785B","36.175","862,466,000","31,199,583,600"
"1130326",="00784B","38.177","2,993,000","114,262,365"
"1130326",="00782B","33.074","23,467,000","776,145,927"
"1130326",="00781B","33.02","5,836,000","192,704,266"
"1130326",="00780B","37.243","324,102,000","12,070,523,926"
"1130326",="00779B","31.151","956,650,000","29,800,428,840"
"1130326",="00778B","36.562","1,397,650,000","51,100,799,385"
"1130326",="00777B","35.357","1,534,650,000","54,260,288,202"
"1130326",="00773B","37.177","2,389,790,000","88,845,589,591"
"1130326",="00772B","35.968","3,784,790,000","136,132,397,288"
"1130326",="00768B","54.708","437,600,000","23,940,035,340"
"1130326",="00764B","30.964","1,185,500,000","36,707,410,881"
"1130326",="00761B","37.255","2,506,589,000","93,381,858,059"
"1130326",="00760B","54.63","402,020,000","21,962,867,338"
"1130326",="00759B","57.59","47,525,000","2,736,738,105"
"1130326",="00758B","53.76","5,525,000","297,045,423"
"1130326",="00756B","33.259","1,196,800,000","39,804,396,947"
"1130326",="00755B","34.633","180,230,000","6,241,974,124"
"1130326",="00754B","36.988","944,900,000","34,949,924,735"
"1130326",="00751B","34.705","4,132,103,000","143,405,371,028"
"1130326",="00750B","35.859","126,000,000","4,518,174,672"
"1130326",="00749B","32.356","952,000,000","30,802,957,812"
"1130326",="00746B","37.265","2,401,464,000","89,491,456,571"
"1130326",="00741B","38.543","11,628,000","448,175,499"
"1130326",="00740B","40.864","1,202,971,000","49,157,799,364"
"1130326",="00734B","15.85","33,979,000","538,729,118"
"1130326",="00727B","39.82","96,189,000","3,830,258,803"
"1130326",="00726B","34.344","1,189,989,000","40,869,215,028"
"1130326",="00725B","38.025","2,564,206,000","97,503,836,165"
"1130326",="00724B","35.153","2,982,275,000","104,835,087,035"
"1130326",="00723B","34.499","1,341,083,000","46,265,311,881"
"1130326",="00722B","39.07","1,427,239,000","55,762,314,192"
"1130326",="00721B","46.105","4,622,000","213,095,658"
"1130326",="00720B","35.728","3,653,109,000","130,519,553,716"
"1130326",="00719B","31.495","398,514,000","12,551,183,423"
"1130326",="00697B","35.611","29,212,000","1,040,274,952"
"1130326",="00696B","31.866","1,152,681,000","36,731,335,884"
"1130326",="00695B","35.219","34,686,000","1,221,619,181"
"1130326",="00694B","40.837","215,076,000","8,783,042,209"
"1130326",="00687B","30.934","4,459,787,000","137,960,641,061"
"1130326",="00679B","29.705","6,448,192,000","191,545,337,085"
"1130325",="00928","17.23","29,356,000","505,730,143"
"1130325",="00888","15.74","553,478,000","8,710,415,187"
"1130325",="00877","10.98","366,288,000","4,021,996,950"
"1130325",="00718B","20.291","531,001,000","10,774,363,678"
"1130325",="006201","21.97","14,946,000","328,334,651"
"1130325",="00937B","15.685","5,624,805,000","88,226,437,534"
"1130325",="00933B","16.609","2,865,958,000","47,600,476,093"
"1130325",="00931B","14.66","2,013,898,000","29,523,083,152"
"1130325",="00890B","34.122","25,764,000","879,120,523"
"1130325",="00887","11.33","36,351,000","411,838,204"
"1130325",="00886","31.42","8,451,000","265,519,908"
"1130325",="00884B","30.899","70,940,000","2,191,947,456"
"1130325",="00883B","32.248","9,758,000","314,676,647"
"1130325",="00870B","30.011","524,151,000","15,730,226,625"
"1130325",="00867B","32.953","644,650,000","21,243,283,988"
"1130325",="00864B","44.343","132,222,000","5,863,115,480"
"1130325",="00863B","33.63","481,964,000","16,208,230,220"
"1130325",="00862B","32.823","647,381,000","21,248,661,380"
"1130325",="00860B","38.205","5,671,000","216,660,364"
"1130325",="00859B","41.329","5,011,000","207,098,041"
"1130325",="00858","31.28","20,874,000","653,023,510"
"1130325",="00857B","25.283","499,768,000","12,635,442,851"
"1130325",="00856B","38.06","8,292,000","315,592,986"
"1130325",="00853B","29.243","59,134,000","1,729,276,442"
"1130325",="00849B","36.867","530,106,000","19,543,363,305"
"1130325",="00848B","35.065","220,066,000","7,716,634,938"
"1130325",="00847B","27.589","11,305,000","311,888,671"
"1130325",="00846B","35.146","73,850,000","2,595,560,465"
"1130325",="00845B","32.76","201,551,000","6,602,732,705"
"1130325",="00844B","33.031","176,675,000","5,835,719,765"
"1130325",="00842B","33.32","9,767,000","325,464,421"
"1130325",="00841B","31.574","80,940,000","2,555,582,398"
"1130325",="00840B","31.864","59,931,000","1,909,627,735"
"1130325",="00836B","30.773","364,541,000","11,217,967,753"
"1130325",="00834B","34.938","19,698,000","688,207,296"
"1130325",="00831B","39.054","14,100,000","550,655,359"
"1130325",="00799B","32.82","8,536,000","280,147,888"
"1130325",="00795B","29.894","1,480,098,000","44,245,443,612"
"1130325",="00794B","40.448","31,687,000","1,281,686,146"
"1130325",="00793B","32.783","4,526,000","148,377,447"
"1130325",="00792B","33.686","1,554,615,000","52,368,284,734"
"1130325",="00791B","55.347","253,600,000","14,036,071,369"
"1130325",="00790B","54.965","2,100,000","115,425,827"
"1130325",="00789B","52.45","223,100,000","11,701,535,239"
"1130325",="00788B","31.787","30,206,000","960,163,842"
"1130325",="00787B","34.472","14,806,000","510,386,597"
"1130325",="00786B","33.993","33,066,000","1,124,026,140"
"1130325",="00785B","35.802","862,466,000","30,877,781,417"
"1130325",="00784B","37.948","2,993,000","113,579,382"
"1130325",="00782B","32.728","23,467,000","768,019,204"
"1130325",="00781B","32.638","5,836,000","190,476,280"
"1130325",="00780B","36.936","324,102,000","11,971,009,127"
"1130325",="00779B","30.707","956,650,000","29,375,525,070"
"1130325",="00778B","36.157","1,395,150,000","50,443,930,045"
"1130325",="00777B","34.96","1,534,650,000","53,652,040,151"
"1130325",="00773B","36.799","2,393,790,000","88,089,382,689"
"1130325",="00772B","35.6","3,796,790,000","135,166,548,036"
"1130325",="00768B","54.015","437,600,000","23,636,738,282"
"1130325",="00764B","30.54","1,184,000,000","36,159,023,484"
"1130325",="00761B","36.855","2,506,589,000","92,379,294,703"
"1130325",="00760B","54.19","391,020,000","21,191,310,292"
"1130325",="00759B","57.02","47,525,000","2,709,853,567"
"1130325",="00758B","53.24","5,525,000","294,170,610"
"1130325",="00756B","32.979","1,196,800,000","39,469,695,992"
"1130325",="00755B","34.218","180,230,000","6,167,122,067"
"1130325",="00754B","36.575","928,900,000","33,974,276,209"
"1130325",="00751B","34.346","4,131,603,000","141,903,400,153"
"1130325",="00750B","35.461","126,000,000","4,468,075,826"
"1130325",="00749B","32.089","952,000,000","30,549,113,958"
"1130325",="00746B","36.887","2,401,464,000","88,582,840,914"
"1130325",="00741B","38.371","11,628,000","446,181,461"
"1130325",="00740B","40.455","1,202,971,000","48,666,165,467"
"1130325",="00734B","15.75","33,979,000","535,141,794"
"1130325",="00727B","39.651","96,189,000","3,813,946,449"
"1130325",="00726B","34.098","1,189,489,000","40,559,203,650"
"1130325",="00725B","37.649","2,574,206,000","96,915,417,760"
"1130325",="00724B","34.766","2,981,775,000","103,664,975,219"
"1130325",="00723B","34.096","1,341,083,000","45,725,097,027"
"1130325",="00722B","38.62","1,430,239,000","55,235,224,029"
"1130325",="00721B","46.261","4,622,000","213,819,278"
"1130325",="00720B","35.374","3,653,109,000","129,226,673,986"
"1130325",="00719B","31.37","398,514,000","12,501,238,414"
"1130325",="00697B","35.336","29,212,000","1,032,219,881"
"1130325",="00696B","31.426","1,152,181,000","36,208,385,099"
"1130325",="00695B","34.903","34,686,000","1,210,630,996"
"1130325",="00694B","40.622","215,076,000","8,736,872,602"
"1130325",="00687B","30.512","4,413,787,000","134,675,328,200"
"1130325",="00679B","29.332","6,218,692,000","182,406,783,013"
"1130322",="00928","17.36","29,356,000","509,680,696"
"1130322",="00888","15.79","554,978,000","8,763,422,652"
"1130322",="00877","11.01","355,288,000","3,912,849,860"
"1130322",="00718B","20.349","531,001,000","10,805,440,282"
"1130322",="006201","22.18","14,946,000","331,477,302"
"1130322",="00937B","15.629","5,199,805,000","81,265,693,719"
"1130322",="00933B","16.593","2,846,458,000","47,232,463,919"
"1130322",="00931B","14.653","1,968,398,000","28,842,626,639"
"1130322",="00890B","34.036","28,264,000","962,004,036"
"1130322",="00887","11.41","35,351,000","403,191,710"
"1130322",="00886","31.43","8,451,000","265,574,983"
"1130322",="00884B","30.755","70,940,000","2,181,757,516"
"1130322",="00883B","32.115","9,758,000","313,382,454"
"1130322",="00870B","29.837","524,151,000","15,638,928,851"
"1130322",="00867B","32.823","644,650,000","21,159,319,388"
"1130322",="00864B","44.429","131,722,000","5,852,318,755"
"1130322",="00863B","33.504","481,964,000","16,147,479,409"
"1130322",="00862B","32.669","647,381,000","21,149,391,124"
"1130322",="00860B","38.274","7,671,000","293,597,348"
"1130322",="00859B","41.407","5,011,000","207,490,974"
"1130322",="00858","31.26","20,874,000","652,615,150"
"1130322",="00857B","25.647","499,768,000","12,817,713,383"
"1130322",="00856B","38.566","8,292,000","319,791,866"
"1130322",="00853B","29.166","59,134,000","1,724,690,003"
"1130322",="00849B","36.928","530,106,000","19,575,880,400"
"1130322",="00848B","35.029","220,066,000","7,708,660,494"
"1130322",="00847B","27.593","11,305,000","311,941,537"
"1130322",="00846B","35.159","73,850,000","2,596,524,138"
"1130322",="00845B","32.744","201,551,000","6,599,615,093"
"1130322",="00844B","32.954","176,675,000","5,822,130,581"
"1130322",="00842B","33.31","9,767,000","325,338,535"
"1130322",="00841B","31.535","80,940,000","2,552,464,636"
"1130322",="00840B","31.813","59,931,000","1,906,600,482"
"1130322",="00836B","31.092","364,541,000","11,334,428,636"
"1130322",="00834B","34.872","19,698,000","686,910,513"
"1130322",="00831B","39.073","14,100,000","550,935,460"
"1130322",="00799B","32.792","8,536,000","279,913,955"
"1130322",="00795B","29.881","1,478,598,000","44,181,986,767"
"1130322",="00794B","40.561","31,687,000","1,285,264,377"
"1130322",="00793B","32.743","4,526,000","148,196,337"
"1130322",="00792B","33.622","1,554,615,000","52,269,545,863"
"1130322",="00791B","55.308","253,600,000","14,026,137,863"
"1130322",="00790B","54.898","2,100,000","115,286,048"
"1130322",="00789B","52.246","223,100,000","11,656,032,727"
"1130322",="00788B","31.701","30,206,000","957,550,303"
"1130322",="00787B","34.383","14,806,000","509,078,586"
"1130322",="00786B","33.922","33,066,000","1,121,654,699"
"1130322",="00785B","35.778","862,466,000","30,857,576,327"
"1130322",="00784B","38.041","2,993,000","113,857,164"
"1130322",="00782B","32.693","23,467,000","767,203,709"
"1130322",="00781B","32.574","5,836,000","190,102,681"
"1130322",="00780B","36.963","324,102,000","11,979,707,687"
"1130322",="00779B","30.715","932,650,000","28,646,646,856"
"1130322",="00778B","36.079","1,375,650,000","49,631,733,706"
"1130322",="00777B","34.901","1,534,650,000","53,560,276,531"
"1130322",="00773B","36.72","2,392,290,000","87,843,758,481"
"1130322",="00772B","35.506","3,794,790,000","134,736,679,641"
"1130322",="00768B","53.949","437,600,000","23,607,850,339"
"1130322",="00764B","30.543","1,183,000,000","36,132,894,812"
"1130322",="00761B","36.793","2,506,589,000","92,224,729,473"
"1130322",="00760B","53.93","391,020,000","21,087,861,883"
"1130322",="00759B","56.87","47,525,000","2,702,708,700"
"1130322",="00758B","53.08","5,525,000","293,286,187"
"1130322",="00756B","32.808","1,196,800,000","39,264,713,716"
"1130322",="00755B","34.168","180,230,000","6,158,128,608"
"1130322",="00754B","36.486","908,400,000","33,143,817,089"
"1130322",="00751B","34.21","4,118,103,000","140,882,112,838"
"1130322",="00750B","35.391","126,000,000","4,459,225,321"
"1130322",="00749B","31.945","952,000,000","30,411,963,078"
"1130322",="00746B","36.856","2,401,464,000","88,509,374,383"
"1130322",="00741B","38.439","11,628,000","446,973,358"
"1130322",="00740B","40.375","1,202,471,000","48,549,478,938"
"1130322",="00734B","15.72","33,979,000","534,020,522"
"1130322",="00727B","39.691","96,189,000","3,817,834,637"
"1130322",="00726B","34.03","1,174,989,000","39,985,033,895"
"1130322",="00725B","37.558","2,572,206,000","96,606,267,097"
"1130322",="00724B","34.751","2,981,775,000","103,620,059,741"
"1130322",="00723B","34.022","1,341,083,000","45,626,342,469"
"1130322",="00722B","38.531","1,430,239,000","55,108,670,220"
"1130322",="00721B","46.254","4,622,000","213,784,614"
"1130322",="00720B","35.213","3,645,609,000","128,372,803,730"
"1130322",="00719B","31.386","398,514,000","12,507,559,674"
"1130322",="00697B","35.343","29,212,000","1,032,434,966"
"1130322",="00696B","31.444","1,155,181,000","36,323,050,055"
"1130322",="00695B","34.975","34,686,000","1,213,149,492"
"1130322",="00694B","40.718","215,076,000","8,757,400,636"
"1130322",="00687B","30.524","4,343,787,000","132,587,437,631"
"1130322",="00679B","29.294","6,161,692,000","180,499,023,551"
"1130321",="00928","17.3","29,356,000","507,838,315"
"1130321",="00888","15.5","555,978,000","8,620,395,459"
"1130321",="00877","11.12","345,788,000","3,844,332,479"
"1130321",="00718B","20.386","531,001,000","10,825,176,628"
"1130321",="006201","22.09","14,946,000","330,103,901"
"1130321",="00937B","15.616","5,199,805,000","81,200,047,312"
"1130321",="00933B","16.539","2,846,458,000","47,078,723,448"
"1130321",="00931B","14.616","1,934,398,000","28,272,982,397"
"1130321",="00890B","33.968","28,264,000","960,070,881"
"1130321",="00887","11.33","34,851,000","394,915,095"
"1130321",="00886","31.01","8,451,000","262,047,915"
"1130321",="00884B","30.535","70,940,000","2,166,152,422"
"1130321",="00883B","32.127","9,758,000","313,498,214"
"1130321",="00870B","29.655","524,151,000","15,543,632,733"
"1130321",="00867B","32.79","644,650,000","21,138,053,814"
"1130321",="00864B","44.278","131,722,000","5,832,368,334"
"1130321",="00863B","33.512","481,964,000","16,151,776,401"
"1130321",="00862B","32.693","647,381,000","21,165,097,192"
"1130321",="00860B","38.083","7,671,000","292,133,585"
"1130321",="00859B","41.26","5,011,000","206,753,052"
"1130321",="00858","30.85","20,874,000","643,989,476"
"1130321",="00857B","25.571","499,768,000","12,779,676,161"
"1130321",="00856B","38.39","8,292,000","318,327,233"
"1130321",="00853B","29.117","59,134,000","1,721,811,792"
"1130321",="00849B","36.768","530,106,000","19,491,138,268"
"1130321",="00848B","34.837","220,066,000","7,666,327,471"
"1130321",="00847B","27.509","11,305,000","310,987,925"
"1130321",="00846B","34.993","73,850,000","2,584,263,596"
"1130321",="00845B","32.586","201,551,000","6,567,709,023"
"1130321",="00844B","32.884","176,675,000","5,809,771,638"
"1130321",="00842B","33.22","9,767,000","324,432,585"
"1130321",="00841B","31.485","80,940,000","2,548,387,002"
"1130321",="00840B","31.741","59,931,000","1,902,292,334"
"1130321",="00836B","31.052","363,541,000","11,288,837,825"
"1130321",="00834B","34.771","19,698,000","684,914,892"
"1130321",="00831B","39.201","14,100,000","552,733,520"
"1130321",="00799B","32.714","8,536,000","279,250,273"
"1130321",="00795B","29.85","1,489,098,000","44,448,857,100"
